"Gene ID","source_id","Product Description","Gene Type","Input ID","Gene Name or Symbol","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes"
"TGME49_250770","TGME49_250770-t26_1","eukaryotic initiation factor-4A, putative","protein coding gene","TGME49_050770","N/A","N/A","N/A","GO:0005524;GO:0004386;GO:0003676;GO:0003743","ATP binding;helicase activity;nucleic acid binding;translation initiation factor activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250850","TGME49_250850-t26_1","CMGC kinase, putative","protein coding gene","TGME49_050850","N/A","N/A","N/A","GO:0005524;GO:0004707;GO:0004672;GO:0004712","ATP binding;MAP kinase activity;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_250900","TGME49_250900-t26_1","hypothetical protein","protein coding gene","TGME49_050900","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251500","TGME49_251500-t26_1","eukaryotic initiation factor-3, subunit 3, putative","protein coding gene","TGME49_051500","N/A","GO:0005737;GO:0016282;GO:0033290;GO:0005852","cytoplasm;eukaryotic 43S preinitiation complex;eukaryotic 48S preinitiation complex;eukaryotic translation initiation factor 3 complex","GO:0005515;GO:0003743","protein binding;translation initiation factor activity","GO:0001732","formation of cytoplasmic translation initiation complex","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251540","TGME49_251540-t26_1","dense granule protein GRA9","protein coding gene","TGME49_051540","GRA9","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_251590","TGME49_251590-t26_1","hypothetical protein","protein coding gene","TGME49_051590","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251780","TGME49_251780-t26_1","heat shock protein","protein coding gene","TGME49_051780","N/A","N/A","N/A","GO:0005524;GO:0016887;GO:0051082","ATP binding;ATP hydrolysis activity;unfolded protein binding","GO:0006457","protein folding","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251800","TGME49_251800-t26_1","hypothetical protein","protein coding gene","TGME49_051800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251850","TGME49_251850-t26_1","serine/threonine protein phosphatase","protein coding gene","TGME49_051850","N/A","N/A","N/A","GO:0005509;GO:0016787;GO:0004721;GO:0005515","calcium ion binding;hydrolase activity;phosphoprotein phosphatase activity;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_251930","TGME49_251930-t26_1","enoyl-acyl carrier reductase ENR","protein coding gene","TGME49_051930","ENR","N/A","N/A","GO:0004318;GO:0016631","enoyl-[acyl-carrier-protein] reductase (NADH) activity;enoyl-[acyl-carrier-protein] reductase activity","GO:0006633;GO:0055114","fatty acid biosynthetic process;obsolete oxidation-reduction process","GO:0020011","apicoplast","N/A","N/A","N/A","N/A"
"TGME49_252360","TGME49_252360-t26_1","rhoptry kinase family protein ROP24 (incomplete catalytic triad)","protein coding gene","TGME49_052360","ROP24","N/A","N/A","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252380","TGME49_252380-t26_1","hypothetical protein","protein coding gene","TGME49_052380","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252500","TGME49_252500-t26_1","polo kinase","protein coding gene","TGME49_052500","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_252880","TGME49_252880-t26_1","hypothetical protein","protein coding gene","TGME49_052880","N/A","N/A","N/A","N/A","N/A","GO:0007186","G protein-coupled receptor signaling pathway","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253040","TGME49_253040-t26_1","actin-related protein ARP4A","protein coding gene","TGME49_053040","ARP4A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253330","TGME49_253330-t26_1","Rhoptry kinase family protein, truncated (incomplete catalytic triad)","protein coding gene","TGME49_053330","N/A","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253370","TGME49_253370-t26_1","hypothetical protein","protein coding gene","TGME49_053370","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253440","TGME49_253440-t26_1","cell-cycle-associated protein kinase SRPK, putative","protein coding gene","TGME49_053440, TGME49_053450","N/A","N/A","N/A","GO:0005524;GO:0004672;GO:0004712","ATP binding;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_253580","TGME49_253580-t26_1","CMGC kinase, CDK family","protein coding gene","TGME49_053580","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254000","TGME49_254000-t26_1","hypothetical protein","protein coding gene","TGME49_054000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254190","TGME49_254190-t26_1","calcium signaling protein kinase MARK, putative","protein coding gene","TGME49_054190","N/A","GO:0016020","membrane","GO:0005524;GO:0003824;GO:0004687;GO:0016773;GO:0004672","ATP binding;catalytic activity;myosin light chain kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity","GO:0009103;GO:0006468","lipopolysaccharide biosynthetic process;protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254470","TGME49_254470-t26_1","hypothetical protein","protein coding gene","TGME49_054470","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254630","TGME49_254630-t26_1","CMGC kinase","protein coding gene","TGME49_054630","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254720","TGME49_254720-t26_1","dense granule protein GRA8","protein coding gene","TGME49_054720","GRA8","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGME49_254770","TGME49_254770-t26_1","Ser/Thr phosphatase family protein","protein coding gene","TGME49_054770","N/A","N/A","N/A","GO:0016787","hydrolase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254790","TGME49_254790-t26_1","hypothetical protein","protein coding gene","TGME49_054790","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254880","TGME49_254880-t26_1","Alpha-galactosidase","protein coding gene","TGME49_054880","N/A","GO:0016021","integral component of membrane","GO:0004557;GO:0003824;GO:0004553;GO:0052692","alpha-galactosidase activity;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;raffinose alpha-galactosidase activity","GO:0005975","carbohydrate metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_254920","TGME49_254920-t26_1","hypothetical protein","protein coding gene","TGME49_054920","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_255260","TGME49_255260-t26_1","apical membrane antigen AMA1","protein coding gene","TGME49_055260","N/A","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","GO:0009405","obsolete pathogenesis","GO:0045177;GO:0070258","apical part of cell;inner membrane pellicle complex","N/A","N/A","N/A","N/A"
"TGME49_255510","TGME49_255510-t26_1","ankyrin repeat-containing protein","protein coding gene","TGME49_055510","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_255650","TGME49_255650-t26_1","DHHC zinc finger domain-containing protein","protein coding gene","TGME49_055650","N/A","GO:0016021","integral component of membrane","GO:0016409;GO:0019706;GO:0008270","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_255660","TGME49_255660-t26_1","EF hand domain-containing protein","protein coding gene","TGME49_055660","N/A","N/A","N/A","GO:0005509","calcium ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_256000","TGME49_256000-t26_1","endoplasmic reticulum retention receptor","protein coding gene","TGME49_056000","N/A","GO:0005783;GO:0016021","endoplasmic reticulum;integral component of membrane","GO:0046923","ER retention sequence binding","GO:0006621","protein retention in ER lumen","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_256070","TGME49_256070-t26_1","CMGC kinase","protein coding gene","TGME49_056070","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_257050","TGME49_257050-t26_1","3-methyl-2-oxobutanoate hydroxymethyltransferase","protein coding gene","TGME49_057050","N/A","N/A","N/A","GO:0008677;GO:0003864;GO:0050661;GO:0003824;GO:0008168;GO:0016491","2-dehydropantoate 2-reductase activity;3-methyl-2-oxobutanoate hydroxymethyltransferase activity;NADP binding;catalytic activity;methyltransferase activity;oxidoreductase activity","GO:0032259;GO:0055114;GO:0015940","methylation;obsolete oxidation-reduction process;pantothenate biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_257360","TGME49_257360-t26_1","hypothetical protein","protein coding gene","TGME49_057360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258010","TGME49_258010-t26_1","calcium signaling protein kinase RAD53, putative","protein coding gene","TGME49_058010","N/A","N/A","N/A","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258200","TGME49_258200-t26_1","hypothetical protein","protein coding gene","TGME49_058200","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258230","TGME49_258230-t26_1","rhoptry kinase family protein ROP20","protein coding gene","TGME49_058230","ROP20","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258360","TGME49_258360-t26_1","hypothetical protein","protein coding gene","TGME49_058360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258370","TGME49_258370-t26_1","rhoptry kinase family protein ROP28","protein coding gene","TGME49_058370","ROP28","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258390","TGME49_258390-t26_1","DnaJ protein, putative","protein coding gene","TGME49_058390","N/A","N/A","N/A","GO:0031072;GO:0051082","heat shock protein binding;unfolded protein binding","GO:0006457","protein folding","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258560","TGME49_258560-t26_1","hypothetical protein","protein coding gene","TGME49_058560","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258580","TGME49_258580-t26_1","rhoptry protein ROP17","protein coding gene","TGME49_058580","ROP17","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258690","TGME49_258690-t26_1","5-aminolevulinic acid synthase domain-containing protein","protein coding gene","TGME49_058690","N/A","N/A","N/A","GO:0003870;GO:0003824;GO:0030170;GO:0016740;GO:0016769","5-aminolevulinate synthase activity;catalytic activity;pyridoxal phosphate binding;transferase activity;transferase activity, transferring nitrogenous groups","GO:0009058;GO:0008152;GO:0033014","biosynthetic process;metabolic process;tetrapyrrole biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258800","TGME49_258800-t26_1","rhoptry kinase family protein ROP31","protein coding gene","TGME49_058800","ROP31","N/A","N/A","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258826","TGME49_258826-t26_1","hypothetical protein","protein coding gene","TGME49_058830","N/A","GO:0016021;GO:0005623","integral component of membrane;obsolete cell","N/A","N/A","GO:0045454","cell redox homeostasis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258828","TGME49_258828-t26_1","hypothetical protein","protein coding gene","TGME49_058830","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258832","TGME49_258832-t26_1","Vps52 / Sac2 family protein","protein coding gene","TGME49_058830","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258870","TGME49_258870-t26_1","hypothetical protein","protein coding gene","TGME49_058870","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_258980","TGME49_258980-t26_1","hypothetical protein","protein coding gene","TGME49_058980","N/A","GO:0030014","CCR4-NOT complex","N/A","N/A","GO:0006402","mRNA catabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_259830","TGME49_259830-t26_1","diacylglycerol kinase catalytic domain-containing protein","protein coding gene","TGME49_059830","N/A","N/A","N/A","GO:0003951;GO:0004143;GO:0016301","NAD+ kinase activity;diacylglycerol kinase activity;kinase activity","GO:0007205;GO:0007165","protein kinase C-activating G protein-coupled receptor signaling pathway;signal transduction","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_260800","TGME49_260800-t26_1","hypothetical protein","protein coding gene","TGME49_060800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_260990","TGME49_260990-t26_1","hypothetical protein","protein coding gene","TGME49_060990","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261040","TGME49_261040-t26_1","hypothetical protein","protein coding gene","TGME49_061040","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261260","TGME49_261260-t26_1","histone lysine demethylase JMJD6a","protein coding gene","TGME49_061260","JMJD6a","N/A","N/A","GO:0008168;GO:0005515","methyltransferase activity;protein binding","GO:0032259","methylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261400","TGME49_261400-t26_1","hypothetical protein","protein coding gene","TGME49_061400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261410","TGME49_261410-t26_1","protein-tyrosine-phosphatase","protein coding gene","TGME49_061410","N/A","N/A","N/A","GO:0031072;GO:0004725","heat shock protein binding;protein tyrosine phosphatase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261490","TGME49_261490-t26_1","hypothetical protein","protein coding gene","TGME49_061490","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261510","TGME49_261510-t26_1","hypothetical protein","protein coding gene","TGME49_061510","N/A","GO:0005840","ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_261780","TGME49_261780-t26_1","microneme protein MIC7","protein coding gene","TGME49_061780","MIC7","GO:0016021","integral component of membrane","GO:0005509","calcium ion binding","N/A","N/A","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_262050","TGME49_262050-t26_1","rhoptry kinase family protein ROP39","protein coding gene","TGME49_062050","ROP39","GO:0016020","membrane","GO:0005524;GO:0004687;GO:0016773;GO:0004672","ATP binding;myosin light chain kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity","GO:0009103;GO:0006468","lipopolysaccharide biosynthetic process;protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_262380","TGME49_262380-t26_1","elongation factor Tu, putative","protein coding gene","TGME49_062380","N/A","N/A","N/A","GO:0005525;GO:0003924;GO:0016779;GO:0004781;GO:0003746","GTP binding;GTPase activity;nucleotidyltransferase activity;sulfate adenylyltransferase (ATP) activity;translation elongation factor activity","GO:0006414","translational elongation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_262470","TGME49_262470-t26_1","C protein immunoglobulin-A-binding beta antigen, putative","protein coding gene","TGME49_062470","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_262610","TGME49_262610-t26_1","hypothetical protein","protein coding gene","TGME49_062610","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_262680","TGME49_262680-t26_1","hypothetical protein","protein coding gene","TGME49_062680","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_262730","TGME49_262730-t26_1","rhoptry protein ROP16","protein coding gene","TGME49_062730","ROP16","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_262940","TGME49_262940-t26_1","aspartyl proteinase (eimepsin), putative","protein coding gene","TGME49_062940","N/A","N/A","N/A","GO:0004190","aspartic-type endopeptidase activity","GO:0006508","proteolysis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263070","TGME49_263070-t26_1","CMGC kinase, CK2 family","protein coding gene","TGME49_063070","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263120","TGME49_263120-t26_1","hypothetical protein","protein coding gene","TGME49_063120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263220","TGME49_263220-t26_1","rhoptry kinase family protein ROP21","protein coding gene","TGME49_063220","ROP21","N/A","N/A","GO:0005524;GO:0004683;GO:0004672","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263270","TGME49_263270-t26_1","glycerophosphodiester phosphodiesterase family protein","protein coding gene","TGME49_063270","N/A","GO:0016021","integral component of membrane","GO:0008889;GO:0008081","glycerophosphodiester phosphodiesterase activity;phosphoric diester hydrolase activity","GO:0006071;GO:0006629","glycerol metabolic process;lipid metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263450","TGME49_263450-t26_1","hypothetical protein","protein coding gene","TGME49_063450","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263560","TGME49_263560-t26_1","hypothetical protein","protein coding gene","TGME49_063560","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263690","TGME49_263690-t26_1","hypothetical protein","protein coding gene","TGME49_063690","N/A","GO:0016021","integral component of membrane","GO:0106073","dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity","GO:0006488","dolichol-linked oligosaccharide biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263730","TGME49_263730-t26_1","FAD-dependent glycerol-3-phosphate dehydrogenase","protein coding gene","TGME49_063730","N/A","GO:0009331","glycerol-3-phosphate dehydrogenase complex","GO:0009055;GO:0004368;GO:0016491;GO:0052590;GO:0052591","electron transfer activity;glycerol-3-phosphate dehydrogenase (quinone) activity;oxidoreductase activity;sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity;sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity","GO:0006072;GO:0055114","glycerol-3-phosphate metabolic process;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_263760","TGME49_263760-t26_1","hypothetical protein","protein coding gene","TGME49_063760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264040","TGME49_264040-t26_1","hypothetical protein","protein coding gene","TGME49_064040","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264200","TGME49_264200-t26_1","hypothetical protein","protein coding gene","TGME49_064200","N/A","GO:0016021","integral component of membrane","GO:0004852","uroporphyrinogen-III synthase activity","GO:0006782;GO:0033014;GO:0006780","protoporphyrinogen IX biosynthetic process;tetrapyrrole biosynthetic process;uroporphyrinogen III biosynthetic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264740","TGME49_264740-t26_1","hypothetical protein","protein coding gene","TGME49_064740","N/A","GO:0016021","integral component of membrane","GO:0008081","phosphoric diester hydrolase activity","GO:0006629","lipid metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_264970","TGME49_264970-t26_1","hypothetical protein","protein coding gene","TGME49_064970","N/A","GO:0016021","integral component of membrane","GO:0003712;GO:0008134","transcription coregulator activity;transcription factor binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265230","TGME49_265230-t26_1","electron transfer flavoprotein-ubiquinone oxidoreductase","protein coding gene","TGME49_065230","N/A","N/A","N/A","GO:0004174","electron-transferring-flavoprotein dehydrogenase activity","GO:0022900;GO:0055114","electron transport chain;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265240","TGME49_265240-t26_1","hypothetical protein","protein coding gene","TGME49_065240","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265330","TGME49_265330-t26_1","cell-cycle-associated protein kinase GSK, putative","protein coding gene","TGME49_065330","N/A","N/A","N/A","GO:0005524;GO:0004672;GO:0004674;GO:0050321","ATP binding;protein kinase activity;protein serine/threonine kinase activity;tau-protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265538","TGME49_265538-t26_1","hypothetical protein","protein coding gene","TGME49_065540","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265542","TGME49_265542-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_065540","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265790","TGME49_265790-t26_1","hypothetical protein","protein coding gene","TGME49_065790","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_265860","TGME49_265860-t26_1","hydrolase, carbon-nitrogen family protein","protein coding gene","TGME49_065860","N/A","N/A","N/A","GO:0016787;GO:0016810","hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","GO:0006807","nitrogen compound metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266050","TGME49_266050-t26_1","hypothetical protein","protein coding gene","TGME49_066050","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266090","TGME49_266090-t26_1","hypothetical protein","protein coding gene","TGME49_066090","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266100","TGME49_266100-t26_1","rhoptry kinase family protein ROP41","protein coding gene","TGME49_066100","ROP41","N/A","N/A","GO:0005524;GO:0004672;GO:0004674","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266110","TGME49_266110-t26_1","DEAD/DEAH box helicase domain-containing protein","protein coding gene","TGME49_066110","N/A","N/A","N/A","GO:0005524;GO:0004386;GO:0003676","ATP binding;helicase activity;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266260","TGME49_266260-t26_1","hypothetical protein","protein coding gene","TGME49_066260","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266320","TGME49_266320-t26_1","hypothetical protein","protein coding gene","TGME49_066320","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266360","TGME49_266360-t26_1","hypothetical protein","protein coding gene","TGME49_066360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_266910","TGME49_266910-t26_1","cell-cycle-associated protein kinase GSK, putative","protein coding gene","TGME49_066910","N/A","N/A","N/A","GO:0005524;GO:0008353;GO:0004672","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267100","TGME49_267100-t26_1","protein phosphatase 2C domain-containing protein","protein coding gene","TGME49_067100","N/A","N/A","N/A","GO:0003824;GO:0043169;GO:0046872;GO:0004721;GO:0004722","catalytic activity;cation binding;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0006470","protein dephosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267540","TGME49_267540-t26_1","AGC kinase","protein coding gene","TGME49_067540","N/A","N/A","N/A","GO:0005524;GO:0004697;GO:0004672;GO:0004674","ATP binding;protein kinase C activity;protein kinase activity;protein serine/threonine kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_267740","TGME49_267740-t26_1","hypothetical protein","protein coding gene","TGME49_067740","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_268210","TGME49_268210-t26_1","AGC kinase","protein coding gene","TGME49_068210","N/A","N/A","N/A","GO:0004679;GO:0005524;GO:0004691;GO:0004672","AMP-activated protein kinase activity;ATP binding;cAMP-dependent protein kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
